INSERT INTO ALIMENT (REFERENCIA, NOM, PREU) VALUES
(438, 'REF438', '2023-12-5', 85, 38),
(439, 'REF439', '2023-2-27', 93, 30),
(440, 'REF440', '2023-12-23', 65, 17),
(441, 'REF441', '2023-7-10', 33, 11),
(442, 'REF442', '2023-10-21', 30, 32),
(443, 'REF443', '2023-11-14', 41, 4),
(444, 'REF444', '2023-12-28', 38, 7),
(445, 'REF445', '2023-11-21', 10, 34),
(446, 'REF446', '2023-7-21', 76, 16),
(447, 'REF447', '2023-11-15', 42, 26),
(448, 'REF448', '2023-8-8', 67, 3),
(449, 'REF449', '2023-3-20', 35, 15),
(450, 'REF450', '2023-9-25', 7, 24),
(451, 'REF451', '2023-5-12', 80, 17),
(452, 'REF452', '2023-8-15', 71, 32),
(453, 'REF453', '2023-11-21', 13, 40),
(454, 'REF454', '2023-8-12', 69, 36),
(455, 'REF455', '2023-2-16', 7, 23),
(456, 'REF456', '2023-9-9', 66, 45),
(457, 'REF457', '2023-3-12', 18, 29),
(458, 'REF458', '2023-6-4', 2, 10),
(459, 'REF459', '2023-6-28', 16, 12),
(460, 'REF460', '2023-7-28', 59, 23),
(461, 'REF461', '2023-11-1', 52, 17),
(462, 'REF462', '2023-10-7', 27, 39),
(463, 'REF463', '2023-4-13', 28, 19),
(464, 'REF464', '2023-2-12', 72, 10),
(465, 'REF465', '2023-2-8', 29, 49),
(466, 'REF466', '2023-5-17', 23, 26),
(467, 'REF467', '2023-4-7', 18, 39),
(468, 'REF468', '2023-3-17', 9, 29),
(469, 'REF469', '2023-9-8', 13, 46),
(470, 'REF470', '2023-10-18', 23, 30),
(471, 'REF471', '2023-3-15', 36, 5),
(472, 'REF472', '2023-8-8', 67, 3),
(473, 'REF473', '2023-8-27', 1, 2),
(474, 'REF474', '2023-1-11', 60, 33),
(475, 'REF475', '2023-9-5', 78, 27),
(476, 'REF476', '2023-3-25', 74, 11),
(477, 'REF477', '2023-4-18', 77, 38),
(478, 'REF478', '2023-10-25', 15, 23),
(479, 'REF479', '2023-11-9', 17, 13),
(480, 'REF480', '2023-10-21', 58, 32),
(481, 'REF481', '2023-4-7', 82, 3),
(482, 'REF482', '2023-2-28', 87, 16),
(483, 'REF483', '2023-7-1', 72, 46),
(484, 'REF484', '2023-5-8', 65, 44),
(485, 'REF485', '2023-11-5', 4, 40),
(486, 'REF486', '2023-6-16', 94, 23),
(487, 'REF487', '2023-2-24', 1, 45),
(488, 'REF488', '2023-5-27', 54, 46),
(489, 'REF489', '2023-3-24', 16, 8),
(490, 'REF490', '2023-5-7', 47, 43),
(491, 'REF491', '2023-4-23', 32, 44),
(492, 'REF492', '2023-5-10', 66, 36),
(493, 'REF493', '2023-11-26', 50, 35),
(494, 'REF494', '2023-5-15', 56, 3),
(495, 'REF495', '2023-11-11', 13, 25),
(496, 'REF496', '2023-11-9', 69, 8),
(497, 'REF497', '2023-10-23', 66, 32),
(498, 'REF498', '2023-5-19', 4, 29),
(499, 'REF499', '2023-5-8', 25, 6),
(500, 'REF500', '2023-11-2', 97, 6),
(501, 'REF501', '2023-9-4', 6, 18),
(502, 'REF502', '2023-3-15', 41, 27),
(503, 'REF503', '2023-2-27', 37, 8),
(504, 'REF504', '2023-7-13', 65, 36),
(505, 'REF505', '2023-11-24', 26, 2),
(506, 'REF506', '2023-6-18', 71, 9),
(507, 'REF507', '2023-10-28', 64, 24),
(508, 'REF508', '2023-8-26', 43, 47),
(509, 'REF509', '2023-7-8', 93, 33),
(510, 'REF510', '2023-9-26', 66, 50),
(511, 'REF511', '2023-2-27', 84, 44),
(512, 'REF512', '2023-2-6', 2, 9),
(513, 'REF513', '2023-11-22', 34, 47),
(514, 'REF514', '2023-5-7', 7, 11),
(515, 'REF515', '2023-11-6', 41, 8),
(516, 'REF516', '2023-4-9', 14, 4),
(517, 'REF517', '2023-10-17', 7, 20),
(518, 'REF518', '2023-10-1', 30, 49),
(519, 'REF519', '2023-1-12', 87, 7),
(520, 'REF520', '2023-2-12', 98, 22),
(521, 'REF521', '2023-10-2', 26, 25),
(522, 'REF522', '2023-6-18', 96, 32),
(523, 'REF523', '2023-12-14', 40, 44),
(524, 'REF524', '2023-5-23', 37, 15),
(525, 'REF525', '2023-10-9', 68, 42),
(526, 'REF526', '2023-10-21', 70, 47),
(527, 'REF527', '2023-9-13', 98, 24),
(528, 'REF528', '2023-7-11', 63, 36),
(529, 'REF529', '2023-8-11', 88, 2),
(530, 'REF530', '2023-11-11', 71, 37),
(531, 'REF531', '2023-1-25', 12, 45),
(532, 'REF532', '2023-6-20', 73, 24),
(533, 'REF533', '2023-7-8', 87, 48),
(534, 'REF534', '2023-6-16', 28, 25),
(535, 'REF535', '2023-11-23', 49, 25),
(536, 'REF536', '2023-8-7', 52, 23),
(537, 'REF537', '2023-9-9', 35, 6),
(538, 'REF538', '2023-2-21', 50, 37),
(539, 'REF539', '2023-6-7', 2, 4),
(540, 'REF540', '2023-12-16', 60, 33),
(541, 'REF541', '2023-1-11', 86, 2),
(542, 'REF542', '2023-10-19', 94, 41),
(543, 'REF543', '2023-11-18', 28, 33),
(544, 'REF544', '2023-5-12', 21, 33),
(545, 'REF545', '2023-9-2', 58, 37),
(546, 'REF546', '2023-3-26', 12, 50),
(547, 'REF547', '2023-10-23', 66, 38),
(548, 'REF548', '2023-1-19', 97, 4),
(549, 'REF549', '2023-11-10', 59, 49),
(550, 'REF550', '2023-8-3', 27, 29),
(551, 'REF551', '2023-1-25', 26, 38),
(552, 'REF552', '2023-7-22', 59, 21),
(553, 'REF553', '2023-11-7', 6, 50),
(554, 'REF554', '2023-9-9', 2, 44),
(555, 'REF555', '2023-11-26', 92, 39),
(556, 'REF556', '2023-5-1', 76, 20),
(557, 'REF557', '2023-3-20', 63, 4),
(558, 'REF558', '2023-3-14', 12, 48),
(559, 'REF559', '2023-5-4', 72, 9),
(560, 'REF560', '2023-9-9', 85, 17),
(561, 'REF561', '2023-5-7', 98, 38),
(562, 'REF562', '2023-4-14', 21, 7),
(563, 'REF563', '2023-11-11', 32, 3),
(564, 'REF564', '2023-10-7', 46, 14),
(565, 'REF565', '2023-12-5', 49, 18),
(566, 'REF566', '2023-8-10', 16, 21),
(567, 'REF567', '2023-11-8', 62, 17),
(568, 'REF568', '2023-3-26', 55, 15),
(569, 'REF569', '2023-1-15', 52, 9),
(570, 'REF570', '2023-5-17', 78, 50),
(571, 'REF571', '2023-4-7', 13, 20),
(572, 'REF572', '2023-7-3', 86, 12),
(573, 'REF573', '2023-5-14', 11, 21),
(574, 'REF574', '2023-1-1', 7, 21),
(575, 'REF575', '2023-7-9', 28, 35),
(576, 'REF576', '2023-10-3', 90, 21),
(577, 'REF577', '2023-5-18', 90, 45),
(578, 'REF578', '2023-3-18', 5, 39),
(579, 'REF579', '2023-12-22', 76, 5),
(580, 'REF580', '2023-1-18', 68, 25),
(581, 'REF581', '2023-7-7', 75, 47),
(582, 'REF582', '2023-9-17', 77, 44),
(583, 'REF583', '2023-5-26', 26, 21),
(584, 'REF584', '2023-10-21', 72, 6),
(585, 'REF585', '2023-3-18', 45, 46),
(586, 'REF586', '2023-3-1', 16, 18),
(587, 'REF587', '2023-8-14', 81, 31),
(588, 'REF588', '2023-2-24', 12, 25),
(589, 'REF589', '2023-3-15', 62, 38),
(590, 'REF590', '2023-5-9', 83, 33),
(591, 'REF591', '2023-12-4', 91, 31),
(592, 'REF592', '2023-1-12', 95, 43),
(593, 'REF593', '2023-4-27', 13, 40),
(594, 'REF594', '2023-8-11', 73, 30),
(595, 'REF595', '2023-4-6', 48, 43),
(596, 'REF596', '2023-10-13', 87, 5),
(597, 'REF597', '2023-11-26', 100, 11),
(598, 'REF598', '2023-8-28', 87, 39),
(599, 'REF599', '2023-6-22', 100, 26),
(600, 'REF600', '2023-10-8', 51, 17),
(601, 'REF601', '2023-12-6', 94, 46),
(602, 'REF602', '2023-10-10', 75, 28),
(603, 'REF603', '2023-4-28', 16, 39),
(604, 'REF604', '2023-12-18', 24, 32),
(605, 'REF605', '2023-12-18', 40, 20),
(606, 'REF606', '2023-3-4', 68, 26),
(607, 'REF607', '2023-9-24', 1, 46),
(608, 'REF608', '2023-10-2', 50, 12),
(609, 'REF609', '2023-7-6', 27, 50),
(610, 'REF610', '2023-6-19', 18, 41),
(611, 'REF611', '2023-4-8', 82, 29),
(612, 'REF612', '2023-8-1', 31, 27),
(613, 'REF613', '2023-10-12', 84, 39),
(614, 'REF614', '2023-9-4', 35, 21),
(615, 'REF615', '2023-2-8', 2, 45),
(616, 'REF616', '2023-7-24', 98, 1),
(617, 'REF617', '2023-1-8', 25, 30),
(618, 'REF618', '2023-11-26', 95, 48),
(619, 'REF619', '2023-12-27', 15, 5),
(620, 'REF620', '2023-6-27', 1, 49),
(621, 'REF621', '2023-9-11', 58, 17),
(622, 'REF622', '2023-10-19', 94, 11),
(623, 'REF623', '2023-2-7', 18, 22),
(624, 'REF624', '2023-12-27', 58, 11),
(625, 'REF625', '2023-2-28', 56, 39),
(626, 'REF626', '2023-5-23', 81, 15),
(627, 'REF627', '2023-7-1', 80, 47),
(628, 'REF628', '2023-8-13', 44, 38),
(629, 'REF629', '2023-4-4', 63, 22),
(630, 'REF630', '2023-11-3', 96, 17),
(631, 'REF631', '2023-11-8', 98, 29),
(632, 'REF632', '2023-10-28', 31, 42),
(633, 'REF633', '2023-2-1', 96, 9),
(634, 'REF634', '2023-9-15', 84, 15),
(635, 'REF635', '2023-11-21', 20, 32),
(636, 'REF636', '2023-11-1', 6, 32),
(637, 'REF637', '2023-1-18', 58, 48),
(638, 'REF638', '2023-7-7', 69, 43),
(639, 'REF639', '2023-10-8', 42, 18),
(640, 'REF640', '2023-12-5', 72, 27),
(641, 'REF641', '2023-4-23', 61, 31),
(642, 'REF642', '2023-7-20', 32, 37),
(643, 'REF643', '2023-6-15', 77, 25),
(644, 'REF644', '2023-9-13', 43, 32),
(645, 'REF645', '2023-7-11', 21, 15),
(646, 'REF646', '2023-7-23', 82, 21),
(647, 'REF647', '2023-3-14', 98, 15),
(648, 'REF648', '2023-7-4', 53, 23),
(649, 'REF649', '2023-2-4', 94, 23),
(650, 'REF650', '2023-10-23', 62, 21),
(651, 'REF651', '2023-10-20', 64, 41),
(652, 'REF652', '2023-5-27', 50, 43),
(653, 'REF653', '2023-9-23', 42, 36),
(654, 'REF654', '2023-6-14', 90, 50),
(655, 'REF655', '2023-10-16', 61, 42),
(656, 'REF656', '2023-6-23', 94, 49),
(657, 'REF657', '2023-6-21', 40, 47),
(658, 'REF658', '2023-6-21', 45, 13),
(659, 'REF659', '2023-9-24', 97, 38),
(660, 'REF660', '2023-8-17', 2, 6),
(661, 'REF661', '2023-4-7', 54, 14),
(662, 'REF662', '2023-12-14', 81, 42),
(663, 'REF663', '2023-2-26', 45, 48),
(664, 'REF664', '2023-9-12', 20, 25),
(665, 'REF665', '2023-10-8', 67, 7),
(666, 'REF666', '2023-11-8', 69, 20),
(667, 'REF667', '2023-8-6', 16, 50),
(668, 'REF668', '2023-5-17', 86, 20),
(669, 'REF669', '2023-9-10', 89, 18),
(670, 'REF670', '2023-2-2', 35, 33),
(671, 'REF671', '2023-5-1', 56, 8),
(672, 'REF672', '2023-1-21', 25, 27),
(673, 'REF673', '2023-4-17', 75, 45),
(674, 'REF674', '2023-3-1', 79, 36),
(675, 'REF675', '2023-3-3', 61, 25),
(676, 'REF676', '2023-12-25', 35, 3),
(677, 'REF677', '2023-6-1', 62, 36),
(678, 'REF678', '2023-11-22', 37, 7),
(679, 'REF679', '2023-2-1', 35, 12),
(680, 'REF680', '2023-5-4', 8, 7),
(681, 'REF681', '2023-1-3', 11, 16),
(682, 'REF682', '2023-3-9', 82, 45),
(683, 'REF683', '2023-10-14', 47, 22),
(684, 'REF684', '2023-6-7', 83, 20),
(685, 'REF685', '2023-12-4', 99, 10),
(686, 'REF686', '2023-4-22', 54, 15),
(687, 'REF687', '2023-4-21', 13, 40),
(688, 'REF688', '2023-6-19', 6, 4),
(689, 'REF689', '2023-1-7', 13, 25),
(690, 'REF690', '2023-1-2', 34, 9),
(691, 'REF691', '2023-9-20', 47, 22),
(692, 'REF692', '2023-3-13', 53, 38),
(693, 'REF693', '2023-7-26', 34, 26),
(694, 'REF694', '2023-8-26', 70, 24),
(695, 'REF695', '2023-4-21', 80, 16),
(696, 'REF696', '2023-7-4', 33, 22),
(697, 'REF697', '2023-12-12', 67, 18),
(698, 'REF698', '2023-12-6', 95, 36),
(699, 'REF699', '2023-4-28', 57, 18),
(700, 'REF700', '2023-9-17', 13, 13),
(701, 'REF701', '2023-3-19', 44, 27),
(702, 'REF702', '2023-7-10', 90, 21),
(703, 'REF703', '2023-7-26', 6, 46),
(704, 'REF704', '2023-4-6', 36, 17),
(705, 'REF705', '2023-6-3', 29, 3),
(706, 'REF706', '2023-5-15', 62, 34),
(707, 'REF707', '2023-3-15', 84, 32),
(708, 'REF708', '2023-3-25', 24, 26),
(709, 'REF709', '2023-12-8', 64, 50),
(710, 'REF710', '2023-10-22', 24, 50),
(711, 'REF711', '2023-11-4', 100, 3),
(712, 'REF712', '2023-6-28', 7, 42),
(713, 'REF713', '2023-7-4', 33, 30),
(714, 'REF714', '2023-7-27', 66, 33),
(715, 'REF715', '2023-9-5', 66, 34),
(716, 'REF716', '2023-10-16', 45, 46),
(717, 'REF717', '2023-10-13', 36, 36),
(718, 'REF718', '2023-1-26', 31, 50),
(719, 'REF719', '2023-5-26', 90, 12),
(720, 'REF720', '2023-12-20', 35, 30),
(721, 'REF721', '2023-7-18', 93, 33),
(722, 'REF722', '2023-2-9', 91, 1),
(723, 'REF723', '2023-8-28', 97, 4),
(724, 'REF724', '2023-8-10', 4, 29),
(725, 'REF725', '2023-12-5', 30, 33),
(726, 'REF726', '2023-2-7', 12, 40),
(727, 'REF727', '2023-5-21', 20, 16),
(728, 'REF728', '2023-7-17', 38, 32),
(729, 'REF729', '2023-9-21', 47, 47),
(730, 'REF730', '2023-7-4', 26, 30),
(731, 'REF731', '2023-6-15', 10, 5),
(732, 'REF732', '2023-4-6', 50, 16),
(733, 'REF733', '2023-4-13', 55, 3),
(734, 'REF734', '2023-11-7', 73, 28),
(735, 'REF735', '2023-3-28', 1, 37),
(736, 'REF736', '2023-10-19', 50, 8),
(737, 'REF737', '2023-7-26', 48, 18),
(738, 'REF738', '2023-5-2', 21, 14),
(739, 'REF739', '2023-9-8', 1, 21),
(740, 'REF740', '2023-11-2', 73, 4),
(741, 'REF741', '2023-8-20', 59, 36),
(742, 'REF742', '2023-12-23', 89, 37),
(743, 'REF743', '2023-3-24', 30, 37),
(744, 'REF744', '2023-10-6', 43, 5),
(745, 'REF745', '2023-7-24', 7, 9),
(746, 'REF746', '2023-5-26', 90, 41),
(747, 'REF747', '2023-11-11', 57, 34),
(748, 'REF748', '2023-8-25', 75, 11),
(749, 'REF749', '2023-2-23', 38, 6),
(750, 'REF750', '2023-12-11', 36, 8),
(751, 'REF751', '2023-12-16', 75, 10),
(752, 'REF752', '2023-1-9', 80, 2),
(753, 'REF753', '2023-10-20', 11, 46),
(754, 'REF754', '2023-6-3', 57, 39),
(755, 'REF755', '2023-9-25', 84, 1),
(756, 'REF756', '2023-12-27', 96, 28),
(757, 'REF757', '2023-8-25', 43, 2),
(758, 'REF758', '2023-3-15', 74, 4),
(759, 'REF759', '2023-12-21', 8, 11),
(760, 'REF760', '2023-10-2', 81, 31),
(761, 'REF761', '2023-5-10', 43, 41),
(762, 'REF762', '2023-5-23', 49, 26),
(763, 'REF763', '2023-3-22', 84, 18),
(764, 'REF764', '2023-6-8', 78, 4),
(765, 'REF765', '2023-3-27', 23, 23),
(766, 'REF766', '2023-10-12', 52, 1),
(767, 'REF767', '2023-5-22', 76, 19),
(768, 'REF768', '2023-6-12', 58, 29),
(769, 'REF769', '2023-10-17', 16, 22),
(770, 'REF770', '2023-1-21', 45, 16),
(771, 'REF771', '2023-9-21', 86, 5),
(772, 'REF772', '2023-2-28', 15, 25),
(773, 'REF773', '2023-3-4', 34, 21),
(774, 'REF774', '2023-12-20', 53, 25),
(775, 'REF775', '2023-5-16', 56, 21),
(776, 'REF776', '2023-12-15', 99, 1),
(777, 'REF777', '2023-6-18', 10, 47),
(778, 'REF778', '2023-10-25', 56, 38),
(779, 'REF779', '2023-3-7', 65, 50),
(780, 'REF780', '2023-1-19', 18, 20),
(781, 'REF781', '2023-8-5', 36, 10),
(782, 'REF782', '2023-5-8', 66, 40),
(783, 'REF783', '2023-6-26', 45, 47),
(784, 'REF784', '2023-1-15', 5, 24),
(785, 'REF785', '2023-1-28', 44, 49),
(786, 'REF786', '2023-9-15', 71, 40),
(787, 'REF787', '2023-1-3', 39, 32),
(788, 'REF788', '2023-6-21', 12, 12),
(789, 'REF789', '2023-10-2', 24, 48),
(790, 'REF790', '2023-2-25', 65, 17),
(791, 'REF791', '2023-10-21', 48, 37),
(792, 'REF792', '2023-11-24', 39, 14),
(793, 'REF793', '2023-3-7', 68, 35),
(794, 'REF794', '2023-9-23', 36, 28),
(795, 'REF795', '2023-11-9', 74, 22),
(796, 'REF796', '2023-10-10', 68, 5),
(797, 'REF797', '2023-5-14', 96, 13),
(798, 'REF798', '2023-6-21', 88, 48),
(799, 'REF799', '2023-3-4', 44, 19),
(800, 'REF800', '2023-1-10', 94, 15),
(801, 'REF801', '2023-7-25', 4, 15),
(802, 'REF802', '2023-2-17', 82, 33),
(803, 'REF803', '2023-12-11', 35, 39),
(804, 'REF804', '2023-8-10', 6, 2),
(805, 'REF805', '2023-1-5', 78, 38),
(806, 'REF806', '2023-2-14', 34, 11),
(807, 'REF807', '2023-6-20', 39, 9),
(808, 'REF808', '2023-12-1', 40, 28),
(809, 'REF809', '2023-7-7', 29, 31),
(810, 'REF810', '2023-1-9', 57, 4),
(811, 'REF811', '2023-2-10', 46, 45),
(812, 'REF812', '2023-4-5', 34, 18),
(813, 'REF813', '2023-5-24', 67, 35),
(814, 'REF814', '2023-9-14', 72, 23),
(815, 'REF815', '2023-11-13', 27, 8),
(816, 'REF816', '2023-7-1', 63, 41),
(817, 'REF817', '2023-2-4', 63, 9),
(818, 'REF818', '2023-1-27', 50, 46),
(819, 'REF819', '2023-3-13', 34, 50),
(820, 'REF820', '2023-7-27', 48, 25),
(821, 'REF821', '2023-3-7', 22, 44),
(822, 'REF822', '2023-12-11', 93, 35),
(823, 'REF823', '2023-10-10', 94, 9),
(824, 'REF824', '2023-7-11', 38, 12),
(825, 'REF825', '2023-7-5', 89, 21),
(826, 'REF826', '2023-3-27', 8, 19),
(827, 'REF827', '2023-4-17', 1, 38),
(828, 'REF828', '2023-4-8', 89, 32),
(829, 'REF829', '2023-1-25', 61, 10),
(830, 'REF830', '2023-10-15', 97, 20),
(831, 'REF831', '2023-2-12', 20, 18),
(832, 'REF832', '2023-6-21', 62, 47),
(833, 'REF833', '2023-7-25', 21, 30),
(834, 'REF834', '2023-10-25', 63, 28),
(835, 'REF835', '2023-10-17', 57, 24),
(836, 'REF836', '2023-8-24', 96, 8),
(837, 'REF837', '2023-8-26', 66, 29),
(838, 'REF838', '2023-7-20', 68, 17),
(839, 'REF839', '2023-1-26', 15, 27),
(840, 'REF840', '2023-11-20', 98, 25),
(841, 'REF841', '2023-11-14', 61, 7),
(842, 'REF842', '2023-7-17', 44, 4),
(843, 'REF843', '2023-7-15', 43, 19),
(844, 'REF844', '2023-6-24', 18, 36),
(845, 'REF845', '2023-5-27', 98, 43),
(846, 'REF846', '2023-12-8', 67, 36),
(847, 'REF847', '2023-6-12', 69, 6),
(848, 'REF848', '2023-4-12', 46, 33),
(849, 'REF849', '2023-5-16', 14, 24),
(850, 'REF850', '2023-9-23', 85, 39),
(851, 'REF851', '2023-4-11', 22, 28),
(852, 'REF852', '2023-6-6', 26, 11),
(853, 'REF853', '2023-2-8', 13, 33),
(854, 'REF854', '2023-12-21', 88, 3),
(855, 'REF855', '2023-8-8', 91, 43),
(856, 'REF856', '2023-9-21', 70, 40),
(857, 'REF857', '2023-10-4', 27, 4),
(858, 'REF858', '2023-8-3', 44, 28),
(859, 'REF859', '2023-1-6', 48, 11),
(860, 'REF860', '2023-1-27', 28, 21),
(861, 'REF861', '2023-8-4', 38, 17),
(862, 'REF862', '2023-4-18', 18, 47),
(863, 'REF863', '2023-1-23', 29, 49),
(864, 'REF864', '2023-6-8', 43, 26),
(865, 'REF865', '2023-6-1', 98, 30),
(866, 'REF866', '2023-9-13', 57, 34),
(867, 'REF867', '2023-6-11', 7, 26),
(868, 'REF868', '2023-2-23', 92, 2),
(869, 'REF869', '2023-11-12', 2, 9),
(870, 'REF870', '2023-7-26', 54, 27),
(871, 'REF871', '2023-11-7', 19, 14),
(872, 'REF872', '2023-12-7', 60, 50),
(873, 'REF873', '2023-1-16', 97, 35),
(874, 'REF874', '2023-11-25', 34, 18),
(875, 'REF875', '2023-2-27', 88, 21),
(876, 'REF876', '2023-6-23', 14, 9),
(877, 'REF877', '2023-7-23', 22, 10),
(878, 'REF878', '2023-9-7', 42, 14),
(879, 'REF879', '2023-3-28', 96, 38),
(880, 'REF880', '2023-11-19', 17, 45),
(881, 'REF881', '2023-7-5', 5, 35),
(882, 'REF882', '2023-7-4', 25, 24),
(883, 'REF883', '2023-3-2', 71, 30),
(884, 'REF884', '2023-12-13', 51, 47),
(885, 'REF885', '2023-11-6', 99, 26),
(886, 'REF886', '2023-11-8', 9, 47),
(887, 'REF887', '2023-5-5', 13, 2),
(888, 'REF888', '2023-1-1', 2, 23),
(889, 'REF889', '2023-3-15', 90, 2),
(890, 'REF890', '2023-8-16', 57, 28),
(891, 'REF891', '2023-8-19', 52, 10),
(892, 'REF892', '2023-9-19', 98, 7),
(893, 'REF893', '2023-1-16', 20, 17),
(894, 'REF894', '2023-4-16', 71, 12),
(895, 'REF895', '2023-1-11', 26, 14),
(896, 'REF896', '2023-4-23', 12, 9),
(897, 'REF897', '2023-7-7', 27, 34),
(898, 'REF898', '2023-2-26', 87, 23),
(899, 'REF899', '2023-12-23', 30, 20),
(900, 'REF900', '2023-7-19', 16, 18),
(901, 'REF901', '2023-8-22', 60, 18),
(902, 'REF902', '2023-5-9', 37, 12),
(903, 'REF903', '2023-7-10', 95, 44),
(904, 'REF904', '2023-12-23', 66, 16),
(905, 'REF905', '2023-6-24', 10, 46),
(906, 'REF906', '2023-2-2', 81, 36),
(907, 'REF907', '2023-5-17', 82, 3),
(908, 'REF908', '2023-1-26', 23, 18),
(909, 'REF909', '2023-3-24', 98, 45),
(910, 'REF910', '2023-9-22', 78, 5),
(911, 'REF911', '2023-7-1', 36, 47),
(912, 'REF912', '2023-8-11', 4, 20),
(913, 'REF913', '2023-3-26', 57, 26),
(914, 'REF914', '2023-11-5', 77, 24),
(915, 'REF915', '2023-1-21', 56, 13),
(916, 'REF916', '2023-8-13', 37, 21),
(917, 'REF917', '2023-4-8', 43, 18),
(918, 'REF918', '2023-4-7', 10, 4),
(919, 'REF919', '2023-1-4', 100, 9),
(920, 'REF920', '2023-12-13', 95, 24),
(921, 'REF921', '2023-11-18', 65, 8),
(922, 'REF922', '2023-2-21', 47, 50),
(923, 'REF923', '2023-9-21', 36, 38),
(924, 'REF924', '2023-11-23', 9, 12),
(925, 'REF925', '2023-9-25', 99, 20),
(926, 'REF926', '2023-3-28', 77, 42),
(927, 'REF927', '2023-8-24', 100, 38),
(928, 'REF928', '2023-9-27', 54, 43),
(929, 'REF929', '2023-11-24', 1, 3),
(930, 'REF930', '2023-6-24', 45, 42),
(931, 'REF931', '2023-1-18', 89, 12),
(932, 'REF932', '2023-3-3', 32, 49),
(933, 'REF933', '2023-11-5', 9, 31),
(934, 'REF934', '2023-9-25', 60, 27),
(935, 'REF935', '2023-2-24', 20, 31),
(936, 'REF936', '2023-10-23', 85, 14),
(937, 'REF937', '2023-9-19', 99, 3),
(938, 'REF938', '2023-11-16', 37, 25),
(939, 'REF939', '2023-5-3', 89, 36),
(940, 'REF940', '2023-6-27', 77, 20),
(941, 'REF941', '2023-10-20', 83, 43),
(942, 'REF942', '2023-3-18', 62, 19),
(943, 'REF943', '2023-5-21', 68, 26),
(944, 'REF944', '2023-8-19', 84, 29),
(945, 'REF945', '2023-2-8', 85, 48),
(946, 'REF946', '2023-10-11', 22, 2),
(947, 'REF947', '2023-1-13', 50, 41),
(948, 'REF948', '2023-3-13', 56, 17),
(949, 'REF949', '2023-10-11', 3, 40),
(950, 'REF950', '2023-4-11', 3, 42),
(951, 'REF951', '2023-3-3', 99, 49),
(952, 'REF952', '2023-10-25', 12, 39),
(953, 'REF953', '2023-10-6', 4, 5),
(954, 'REF954', '2023-2-27', 65, 37),
(955, 'REF955', '2023-9-15', 12, 40),
(956, 'REF956', '2023-11-19', 77, 25),
(957, 'REF957', '2023-11-18', 22, 29),
(958, 'REF958', '2023-8-16', 24, 42),
(959, 'REF959', '2023-10-21', 50, 23),
(960, 'REF960', '2023-12-16', 72, 49),
(961, 'REF961', '2023-5-6', 52, 14),
(962, 'REF962', '2023-4-6', 12, 5),
(963, 'REF963', '2023-9-22', 25, 33),
(964, 'REF964', '2023-5-20', 97, 21),
(965, 'REF965', '2023-1-20', 71, 14),
(966, 'REF966', '2023-4-9', 35, 23),
(967, 'REF967', '2023-7-4', 97, 24),
(968, 'REF968', '2023-3-3', 72, 9),
(969, 'REF969', '2023-3-16', 72, 5),
(970, 'REF970', '2023-11-26', 13, 29),
(971, 'REF971', '2023-4-9', 20, 6),
(972, 'REF972', '2023-2-19', 91, 30),
(973, 'REF973', '2023-8-26', 28, 41),
(974, 'REF974', '2023-3-14', 7, 13),
(975, 'REF975', '2023-10-7', 4, 32),
(976, 'REF976', '2023-3-24', 85, 6),
(977, 'REF977', '2023-3-3', 86, 7),
(978, 'REF978', '2023-3-9', 88, 47),
(979, 'REF979', '2023-4-22', 60, 33),
(980, 'REF980', '2023-1-14', 67, 2),
(981, 'REF981', '2023-7-27', 31, 25),
(982, 'REF982', '2023-10-15', 77, 14),
(983, 'REF983', '2023-7-14', 55, 38),
(984, 'REF984', '2023-6-10', 38, 22),
(985, 'REF985', '2023-7-27', 72, 12),
(986, 'REF986', '2023-9-14', 39, 12),
(987, 'REF987', '2023-3-13', 58, 13),
(988, 'REF988', '2023-10-16', 85, 34),
(989, 'REF989', '2023-8-16', 17, 46),
(990, 'REF990', '2023-4-4', 67, 20),
(991, 'REF991', '2023-10-3', 89, 12),
(992, 'REF992', '2023-10-21', 55, 48),
(993, 'REF993', '2023-5-13', 39, 16),
(994, 'REF994', '2023-1-16', 60, 11),
(995, 'REF995', '2023-11-19', 21, 6),
(996, 'REF996', '2023-10-9', 30, 33),
(997, 'REF997', '2023-1-4', 2, 40),
(998, 'REF998', '2023-6-10', 4, 5),
(999, 'REF999', '2023-7-19', 95, 36),
(1000, 'REF1000', '2023-11-4', 28, 11),
(1001, 'REF1001', '2023-7-12', 39, 45),
(1002, 'REF1002', '2023-1-17', 98, 36),
(1003, 'REF1003', '2023-10-24', 79, 30),
(1004, 'REF1004', '2023-12-25', 85, 9),
(1005, 'REF1005', '2023-4-12', 13, 34),
(1006, 'REF1006', '2023-6-27', 48, 7),
(1007, 'REF1007', '2023-10-1', 33, 30),
(1008, 'REF1008', '2023-12-9', 46, 36),
(1009, 'REF1009', '2023-7-25', 27, 36),
(1010, 'REF1010', '2023-7-8', 49, 8),
(1011, 'REF1011', '2023-9-3', 14, 28),
(1012, 'REF1012', '2023-12-3', 19, 3),
(1013, 'REF1013', '2023-3-7', 4, 8),
(1014, 'REF1014', '2023-3-20', 55, 22),
(1015, 'REF1015', '2023-6-2', 99, 15),
(1016, 'REF1016', '2023-9-3', 40, 10),
(1017, 'REF1017', '2023-2-28', 72, 1),
